aggregation,algorithm,place_id,aligned_x,aligned_y,inferred_lat,inferred_lon,displacement_km
mean,spherical,AO,12.663772905385741,10.204533420364887,-10.204533420364887,12.663772905385732,164.42281648421172
mean,spherical,AR,-57.38464716186235,34.1291338227403,-34.1291338227403,-57.38464716186234,106.88428310578784
mean,spherical,AU,147.56120997275156,36.60372902038575,-36.60372902038575,147.56120997275156,203.67685859942557
mean,spherical,BD,90.80609075993698,-22.881213920176933,22.881213920176933,90.806090759937,102.31008279815572
mean,spherical,BR,-46.73775746110101,16.460258062090052,-16.460258062090052,-46.73775746110098,146.94621870472875
mean,spherical,CA,-75.4424722331032,-45.00506228790679,45.00506228790679,-75.4424722331032,50.28017649065181
mean,spherical,CD,14.651593289159422,5.204754691567021,-5.204754691567021,14.65159328915942,121.98825750555827
mean,spherical,CL,-70.45678081330583,33.25477553120964,-33.25477553120964,-70.45678081330583,29.162508240782206
mean,spherical,CN,115.93875525987812,-39.67605273342712,39.67605273342712,115.9387552598781,47.58717827672684
mean,spherical,CO,-73.38916050919796,-4.080379784148207,4.080379784148207,-73.38916050919798,96.30619898321574
mean,spherical,DE,13.56976275123796,-52.20161079136791,52.20161079136791,13.569762751237956,37.639235577903115
mean,spherical,DZ,2.4811231606666695,-36.00701559659536,36.00701559659536,2.4811231606666517,98.4096610490204
mean,spherical,EG,31.52901389087421,-30.19043903814154,30.19043903814154,31.529013890874214,31.10757849162264
mean,spherical,ES,-3.7109409012494154,-40.67263693181908,40.67263693181908,-3.7109409012494203,30.174520255658095
mean,spherical,ET,37.32015013092831,-8.628440783576044,8.628440783576044,37.320150130928305,158.01303989189594
mean,spherical,FI,23.867408261915614,-61.31479992733556,61.31479992733556,23.86740826191562,139.0639825758119
mean,spherical,FJ,179.4728761078362,19.150098313284794,-19.150098313284794,179.47287610783624,156.82398885747847
mean,spherical,FR,2.594572706771146,-48.88825172244098,48.88825172244098,2.5945727067711593,19.369287711689005
mean,spherical,GB,-0.06281048820284241,-51.596079153010955,51.596079153010955,-0.06281048820283233,11.157522090605092
mean,spherical,GH,-0.9657481061304907,-7.575968030230607,7.575968030230607,-0.965748106130491,239.7100848220245
