id,place_a_id,place_b_id,true_distance_km
CH--UA,CH,UA,1734.2718827230628
CH--UG,CH,UG,5711.20809331671
CH--US,CH,US,6616.411729161228
CH--UY,CH,UY,11062.708990767944
CH--UZ,CH,UZ,4858.917939903743
CH--VN,CH,VN,8938.727415662586
CH--VU,CH,VU,16326.579714768286
CH--WS,CH,WS,16336.021536998553
CH--ZA,CH,ZA,8309.133895170089
CH--ZM,CH,ZM,7210.419771673016
CH--ZW,CH,ZW,7548.555747870165
CI--CL,CI,CL,8199.206248480925
CI--CM,CI,CM,1889.1157803481797
CI--CN,CI,CN,12118.648151495623
CI--CO,CI,CO,7620.29970979165
CI--CR,CI,CR,8667.98533746666
CI--CU,CI,CU,8402.454199256066
CI--CZ,CI,CZ,5137.171392814093
CI--DE,CI,DE,5346.777937982629
CI--DJ,CI,DJ,5341.646971809863
CI--DK,CI,DK,5644.701497262086
CI--DZ,CI,DZ,3422.6509188996133
CI--EC,CI,EC,8167.703469390938
CI--EG,CI,EG,4601.5942903757
CI--ES,CI,ES,3723.5669897483913
CI--ET,CI,ET,4852.124243592002
CI--FI,CI,FI,6440.377595909336
CI--FJ,CI,FJ,18691.69541686606
CI--FR,CI,FR,4715.835392498474
CI--GB,CI,GB,4976.73423362605
CI--GH,CI,GH,576.9126434510242
CI--GR,CI,GR,4524.484494258878
CI--GT,CI,GT,9319.639593355423
CI--HU,CI,HU,5068.633987423496
CI--IE,CI,IE,5158.689274169892
CI--IN,CI,IN,8921.675432676184
CI--IQ,CI,IQ,5891.350898560661
CI--IR,CI,IR,6583.834890564577
CI--IS,CI,IS,6500.290850290508
CI--IT,CI,IT,4263.6612766444105
CI--JO,CI,JO,5095.920702220564
CI--JP,CI,JP,14054.143292081972
CI--KE,CI,KE,4760.841542438243
CI--KH,CI,KH,12043.013351557443
CI--KR,CI,KR,13045.152782703733
CI--KW,CI,KW,6100.158303289575
CI--LA,CI,LA,11652.772735454739
CI--LB,CI,LB,5150.514647403035
CI--MA,CI,MA,3016.7790489411395
CI--MG,CI,MG,6451.635394446069
CI--MN,CI,MN,11061.848044282866
CI--MR,CI,MR,1703.5133004136335
CI--MX,CI,MX,10168.911185942317
CI--MY,CI,MY,11847.990975704064
CI--MZ,CI,MZ,5466.994901912477
CI--NA,CI,NA,4062.6444964845045
CI--NG,CI,NG,1433.9712633530044
CI--NL,CI,NL,5133.948939712574
CI--NO,CI,NO,6044.687371685918
CI--NP,CI,NP,9723.72006323619
CI--NZ,CI,NZ,16184.01125219005
CI--OM,CI,OM,7052.800031554935
CI--PA,CI,PA,8178.688515294056
CI--PE,CI,PE,8212.752698894894
CI--PG,CI,PG,16989.120834266345
CI--PH,CI,PH,13644.470254456088
CI--PK,CI,PK,8526.79480076227
CI--PL,CI,PL,5580.516533145166
CI--PT,CI,PT,3555.3685002596494
CI--QA,CI,QA,6361.447388523822
CI--RO,CI,RO,5161.110887657802
CI--RS,CI,RS,4893.658745459138
CI--RU,CI,RU,6608.751758192376
CI--RW,CI,RW,4043.8770263659444
CI--SA,CI,SA,5875.417140206678
CI--SB,CI,SB,18382.135006868953
CI--SE,CI,SE,6157.056056722315
CI--SG,CI,SG,12113.909105068671
CI--SN,CI,SN,1593.893185259088
CI--TH,CI,TH,11527.362311089168
CI--TN,CI,TN,3673.028799381504
CI--TO,CI,TO,18094.542865457024
CI--TR,CI,TR,5281.017208748195
CI--TZ,CI,TZ,4778.443677234332
CI--UA,CI,UA,5862.982522001875
CI--UG,CI,UG,4264.502307787749
CI--US,CI,US,7958.564838258529
CI--UY,CI,UY,7053.698263133634
CI--UZ,CI,UZ,8224.787869502501
CI--VN,CI,VN,11905.107437159355
CI--VU,CI,VU,18617.956297748286
CI--WS,CI,WS,18356.32046631585
CI--ZA,CI,ZA,5106.486382326543
CI--ZM,CI,ZM,4443.254825164258
CI--ZW,CI,ZW,4832.88109221999
CL--CM,CL,CM,9525.20805112599
CL--CN,CL,CN,19057.093797293513
CL--CO,CL,CO,4226.284712338569
CL--CR,CL,CR,5007.427142140632
CL--CU,CL,CU,6383.585264481227
CL--CZ,CL,CZ,12454.99140734185
CL--DE,CL,DE,12506.572379251478
CL--DJ,CL,DJ,12921.54455521073
CL--DK,CL,DK,12608.169728060815
CL--DZ,CL,DZ,10901.817648733382
CL--EC,CL,EC,3769.082213715418
CL--EG,CL,EG,12800.08972667518
CL--ES,CL,ES,10681.935581817292
CL--ET,CL,ET,12358.215563097187
CL--FI,CL,FI,13464.23646254886
CL--FJ,CL,FJ,10733.957780178063
CL--FR,CL,FR,11627.359613785839
CL--GB,CL,GB,11650.639354956376
CL--GH,CL,GH,8563.209240922586
CL--GR,CL,GR,12547.17636965568
CL--GT,CL,GT,5722.749600627286
CL--HU,CL,HU,12641.227022901528
CL--IE,CL,IE,11442.072873019002
CL--IN,CL,IN,16925.380558989717
CL--IQ,CL,IQ,14090.10239496156
CL--IR,CL,IR,14783.040925397077
CL--IS,CL,IS,11628.550317530475
CL--IT,CL,IT,11893.206088021416
CL--JO,CL,JO,13294.340400488722
CL--JP,CL,JP,17234.770240707647
CL--KE,CL,KE,11550.217666588273
CL--KH,CL,KH,17538.49640357151
CL--KR,CL,KR,18360.580038729033
CL--KW,CL,KW,14258.884110662933
CL--LA,CL,LA,18165.3451053146
CL--LB,CL,LB,13339.438169626197
CL--MA,CL,MA,10010.797136549785
CL--MG,CL,MG,11269.738822387024
CL--MN,CL,MN,18384.576940911007
CL--MR,CL,MR,8137.508915890806
CL--MX,CL,MX,6588.132055113714
CL--MY,CL,MY,16560.585837942457
CL--MZ,CL,MZ,9584.087391541141
CL--NA,CL,NA,8466.43790639447
CL--NG,CL,NG,9486.770070583298
CL--NL,CL,NL,11991.522122394139
CL--NO,CL,NO,12709.777899866678
CL--NP,CL,NP,17643.376628129412
CL--NZ,CL,NZ,9368.814614614528
CL--OM,CL,OM,14993.02552576479
CL--PA,CL,PA,4787.339784314524
CL--PE,CL,PE,2457.690639615083
CL--PG,CL,PG,13802.823561352765
CL--PH,CL,PH,17614.831522245775
CL--PK,CL,PK,16686.183395308064
CL--PL,CL,PL,12969.852106776598
CL--PT,CL,PT,10205.486707859607
CL--QA,CL,QA,14413.228908590685
CL--RO,CL,RO,13012.49258228255
CL--RS,CL,RS,12616.893329215574
CL--RU,CL,RU,14117.451542029348
CL--RW,CL,RW,10888.59226244986
CL--SA,CL,SA,13945.02643694258
CL--SB,CL,SB,12867.529468130957
CL--SE,CL,SE,13069.967683612713
CL--SG,CL,SG,16399.740324894206
CL--SN,CL,SN,7761.929265291671
CL--TH,CL,TH,17650.722889818095
CL--TN,CL,TN,11432.07040601396
CL--TO,CL,TO,10003.573675304116
CL--TR,CL,TR,13360.362129212648
CL--TZ,CL,TZ,11140.599699425393
CL--UA,CL,UA,13538.164347903667
CL--UG,CL,UG,11261.826608190775
CL--US,CL,US,8036.760399006705
CL--UY,CL,UY,1344.7100150280369
CL--UZ,CL,UZ,16405.161682577404
CL--VN,CL,VN,18587.669739443674
CL--VU,CL,VU,11579.5840565688
CL--WS,CL,WS,10172.329324976223
CL--ZA,CL,ZA,9240.225022987668
CL--ZM,CL,ZM,9885.53106050934
CL--ZW,CL,ZW,9975.737470380778
CM--CN,CM,CN,10995.583594243904
CM--CO,CM,CO,9497.191473516772
CM--CR,CM,CR,10557.06832026322
CM--CU,CM,CU,10244.925437684406
CM--CZ,CM,CZ,5130.084056752135
CM--DE,CM,DE,5396.650551661225
CM--DJ,CM,DJ,3589.183182937677
CM--DK,CM,DK,5745.978052969979
CM--DZ,CM,DZ,3744.3132044601207
CM--EC,CM,EC,10022.117122692829
CM--EG,CM,EG,3565.621153841032
CM--ES,CM,ES,4324.743682477569
CM--ET,CM,ET,3059.40588391504
CM--FI,CM,FI,6349.879215106419
CM--FJ,CM,FJ,17892.327640052754
CM--FR,CM,FR,5063.103928567305
CM--GB,CM,GB,5390.049043244177
CM--GH,CM,GH,1314.94978052213
CM--GR,CM,GR,3977.253028300624
CM--GT,CM,GT,11201.752627932046
CM--HU,CM,HU,4889.597408857391
CM--IE,CM,IE,5720.183855132095
CM--IN,CM,IN,7438.800480684708
CM--IQ,CM,IQ,4721.2180728013645
CM--IR,CM,IR,5401.183759589083
CM--IS,CM,IS,7209.486504193911
CM--IT,CM,IT,4213.617883913756
CM--JO,CM,JO,4021.2376944990597
CM--JP,CM,JP,13081.012486927724
CM--KE,CM,KE,2871.7419776565475
CM--KH,CM,KH,10302.56564887259
CM--KR,CM,KR,11953.911288684445
CM--KW,CM,KW,4768.536665978436
CM--LA,CM,LA,10000.326505602481
CM--LB,CM,LB,4149.404568773106
CM--MA,CM,MA,3842.0694590395565
CM--MG,CM,MG,4680.577646477226
CM--MN,CM,MN,10094.756166055999
CM--MR,CM,MR,3382.733265158873
CM--MX,CM,MX,12024.178243080732
CM--MY,CM,MY,10015.409904093569
CM--MZ,CM,MZ,4006.5308822985903
CM--NA,CM,NA,2986.787908919068
CM--NG,CM,NG,725.8200166346395
CM--NL,CM,NL,5409.237826648415
CM--NO,CM,NO,6217.574630030544
CM--NP,CM,NP,8220.35109937772
CM--NZ,CM,NZ,15537.243524289217
CM--OM,CM,OM,5504.924641725292
CM--PA,CM,PA,10067.003575898221
CM--PE,CM,PE,9951.176482348146
CM--PG,CM,PG,15100.486183527944
CM--PH,CM,PH,11993.827261165852
CM--PK,CM,PK,7166.256842900014
CM--PL,CM,PL,5434.864280700267
CM--PT,CM,PT,4391.018753904608
CM--QA,CM,QA,4888.737332671032
CM--RO,CM,RO,4716.366116280303
CM--RS,CM,RS,4620.968430569989
CM--RU,CM,RU,6207.6740858878875
CM--RW,CM,RW,2161.173045513239
CM--SA,CM,SA,4420.370360977418
CM--SB,CM,SB,16493.77669633362
CM--SE,CM,SE,6180.221575953093
CM--SG,CM,SG,10268.771238598283
CM--SN,CM,SN,3397.9346250597746
CM--TH,CM,TH,9808.520944610313
CM--TN,CM,TN,3649.4037782402906
CM--TO,CM,TO,17962.90648629142
CM--TR,CM,TR,4535.084527369418
CM--TZ,CM,TZ,2914.1572830910713
CM--UA,CM,UA,5460.7550170731165
CM--UG,CM,UG,2375.8377547225855
CM--US,CM,US,9616.444865934442
CM--UY,CM,UY,8249.161179034945
CM--UZ,CM,UZ,7073.890734844891
CM--VN,CM,VN,10312.591934157761
CM--VU,CM,VU,17069.22280886571
CM--WS,CM,WS,18847.396925578625
CM--ZA,CM,ZA,3736.303688325573
CM--ZM,CM,ZM,2821.905838885357
CM--ZW,CM,ZW,3217.136894304541
CN--CO,CN,CO,14959.442903499128
CN--CR,CN,CR,14096.319457490226
CN--CU,CN,CU,12758.117340142095
CN--CZ,CN,CZ,7470.493939805563
CN--DE,CN,DE,7374.095211881501
CN--DJ,CN,DJ,7765.888403883448
CN--DK,CN,DK,7217.815628317304
CN--DZ,CN,DZ,9128.627104002482
CN--EC,CN,EC,15356.0126105907
CN--EG,CN,EG,7555.922022804329
CN--ES,CN,ES,9241.695750140318
CN--ET,CN,ET,8323.256614917631
CN--FI,CN,FI,6335.706896287733
CN--FJ,CN,FJ,9087.647388686939
CN--FR,CN,FR,8235.539912036413
CN--GB,CN,GB,8159.495498560135
CN--GH,CN,GH,11825.126110302292
CN--GR,CN,GR,7631.506142204527
CN--GT,CN,GT,13356.886648015177
CN--HU,CN,HU,7353.781860218676
CN--IE,CN,IE,8302.046189967621
CN--IN,CN,IN,3786.344323933427
CN--IQ,CN,IQ,6305.33148915661
CN--IR,CN,IR,5613.15772615063
CN--IS,CN,IS,7901.3614892001115
CN--IT,CN,IT,8143.606625822012
CN--JO,CN,JO,7066.523961173957
CN--JP,CN,JP,2104.0237532057217
CN--KE,CN,KE,9214.097058911791
CN--KH,CN,KH,3341.3041042912046
CN--KR,CN,KR,958.3389564502992
CN--KW,CN,KW,6227.896020736547
CN--LA,CN,LA,2772.822872325556
CN--LB,CN,LB,6987.519652662062
CN--MA,CN,MA,9959.705404692048
CN--MG,CN,MG,9654.934836540133
CN--MN,CN,MN,1167.0910309962228
CN--MR,CN,MR,11912.692846772277
CN--MX,CN,MX,12474.484204037479
CN--MY,CN,MY,4332.637278888493
CN--MZ,CN,MZ,11320.970803223154
CN--NA,CN,NA,12354.172451785
CN--NG,CN,NG,10936.133047329091
CN--NL,CN,NL,7840.400371133997
CN--NO,CN,NO,7040.101298011618
CN--NP,CN,NP,3157.65958657806
CN--NZ,CN,NZ,10759.510305075924
CN--OM,CN,OM,5661.102124632659
CN--PA,CN,PA,14349.119210189101
CN--PE,CN,PE,16647.408363779676
CN--PG,CN,PG,6323.6817441966605
CN--PH,CN,PH,2841.990869314639
CN--PK,CN,PK,3879.3914083676773
CN--PL,CN,PL,6956.214835268704
CN--PT,CN,PT,9687.15424475197
CN--QA,CN,QA,6163.602671717142
CN--RO,CN,RO,7076.188017607089
CN--RS,CN,RS,7430.411537702671
CN--RU,CN,RU,5806.057705333434
CN--RW,CN,RW,9836.505883860767
CN--SA,CN,SA,6606.426919492859
CN--SB,CN,SB,7070.153796729927
CN--SE,CN,SE,6720.436278900068
CN--SG,CN,SG,4463.068886903711
CN--SN,CN,SN,12308.087610438688
CN--TH,CN,TH,3289.9112641123884
CN--TN,CN,TN,8659.391026274994
CN--TO,CN,TO,9790.736537539742
CN--TR,CN,TR,6847.206348764228
CN--TZ,CN,TZ,9656.25374403827
CN--UA,CN,UA,6466.108332658287
CN--UG,CN,UG,9460.056093477917
CN--US,CN,US,11169.116898963428
CN--UY,CN,UY,19149.68159118618
CN--UZ,CN,UZ,3938.151292110402
CN--VN,CN,VN,2322.1755294999916
CN--VU,CN,VU,8348.794196781444
CN--WS,CN,WS,9501.408079453626
CN--ZA,CN,ZA,11648.376355581766
CN--ZM,CN,ZM,10937.51559182112
CN--ZW,CN,ZW,10877.248854471765
CO--CR,CO,CR,1251.9136114932048
CO--CU,CO,CU,2235.863232427715
CO--CZ,CO,CZ,9515.878216148638
CO--DE,CO,DE,9434.723265292183
CO--DJ,CO,DJ,12859.125549819832
CO--DK,CO,DK,9377.098207317329
CO--DZ,CO,DZ,8561.364835153712
CO--EC,CO,EC,724.0835027685563
CO--EG,CO,EG,11223.931381246066
CO--ES,CO,ES,8024.515430689445
CO--ET,CO,ET,12426.953409430811
CO--FI,CO,FI,10062.532890466686
CO--FJ,CO,FJ,12022.37001080766
CO--FR,CO,FR,8632.37794115417
CO--GB,CO,GB,8501.996904262256
CO--GH,CO,GH,8186.029470285618
CO--GR,CO,GR,10382.81703126424
CO--GT,CO,GT,2116.073135107074
CO--HU,CO,HU,9873.347658076464
CO--IE,CO,IE,8138.553783105722
CO--IN,CO,IN,15225.968636419148
CO--IQ,CO,IQ,12318.509979821723
CO--IR,CO,IR,12806.712097257418
CO--IS,CO,IS,7797.570927032017
CO--IT,CO,IT,9387.891649710753
CO--JO,CO,JO,11609.885101013404
CO--JP,CO,JP,14327.518669903713
CO--KE,CO,KE,12348.95435955968
CO--KH,CO,KH,18214.627700648976
CO--KR,CO,KR,14855.470153152684
CO--KW,CO,KW,12795.04302755796
CO--LA,CO,LA,17482.417925977235
CO--LB,CO,LB,11516.082534210535
CO--MA,CO,MA,7635.020568883151
CO--MG,CO,MG,13504.884813549328
CO--MN,CO,MN,14185.265017099025
CO--MR,CO,MR,6488.7079954801175
CO--MX,CO,MX,3175.5874499646543
CO--MY,CO,MY,19032.67962698383
CO--MZ,CO,MZ,11905.924348091476
CO--NA,CO,NA,10330.568281485906
CO--NG,CO,NG,9018.876991242843
CO--NL,CO,NL,8857.739182265888
CO--NO,CO,NO,9277.765385828061
CO--NP,CO,NP,15807.600291009303
CO--NZ,CO,NZ,12107.72103768077
CO--OM,CO,OM,14019.246593920407
CO--PA,CO,PA,772.3174304369114
CO--PE,CO,PE,1869.717421500606
CO--PG,CO,PG,15447.098609376797
CO--PH,CO,PH,17318.972788215247
CO--PK,CO,PK,14553.253604343023
CO--PL,CO,PL,9952.660970335612
CO--PT,CO,PT,7528.581774689585
CO--QA,CO,QA,13289.018520274756
CO--RO,CO,RO,10459.56638225213
CO--RS,CO,RS,10011.351110400718
CO--RU,CO,RU,10916.0980038675
CO--RW,CO,RW,11604.854913877885
CO--SA,CO,SA,12862.1824864371
CO--SB,CO,SB,14047.746604734897
CO--SE,CO,SE,9693.22189855851
CO--SG,CO,SG,19316.524021455647
CO--SN,CO,SN,6296.585430647009
CO--TH,CO,TH,17891.231905646808
CO--TN,CO,TN,9197.587619545602
CO--TO,CO,TO,11354.75741567787
CO--TR,CO,TR,11114.439440495353
CO--TZ,CO,TZ,12263.99655872549
CO--UA,CO,UA,10641.180470910898
CO--UG,CO,UG,11864.88379178449
CO--US,CO,US,3810.5972373090326
CO--UY,CO,UY,4753.474036948491
CO--UZ,CO,UZ,13714.530240535321
CO--VN,CO,VN,17168.46785762716
CO--VU,CO,VU,13095.8246554426
CO--WS,CO,WS,10964.668537304995
CO--ZA,CO,ZA,11470.29193218006
CO--ZM,CO,ZM,11477.84741756453
CO--ZW,CO,ZW,11774.448743194798
CR--CU,CR,CU,1471.9144814184424
CR--CZ,CR,CZ,9771.595545780416
CR--DE,CR,DE,9640.169418924648
CR--DJ,CR,DJ,13727.208479820058
CR--DK,CR,DK,9515.57627971057
CR--DZ,CR,DZ,9104.596519388086
CR--EC,CR,EC,1281.5954307086834
CR--EG,CR,EG,11819.52210360082
CR--ES,CR,ES,8490.968895498789
CR--ET,CR,ET,13356.213340795724
CR--FI,CR,FI,10078.591984701186
CR--FJ,CR,FJ,11138.728881595669
CR--FR,CR,FR,8922.826130728668
CR--GB,CR,GB,8733.450246284829
CR--GH,CR,GH,9242.714040386316
CR--GR,CR,GR,10859.434969898852
CR--GT,CR,GT,871.6033594360345
CR--HU,CR,HU,10172.816914857254
CR--IE,CR,IE,8319.881003789042
CR--IN,CR,IN,15294.46960398245
CR--IQ,CR,IQ,12764.351950468761
CR--IR,CR,IR,13141.192315431652
CR--IS,CR,IS,7686.683320791061
CR--IT,CR,IT,9817.743423297845
CR--JO,CR,JO,12143.200010921533
CR--JP,CR,JP,13186.453373132155
CR--KE,CR,KE,13428.6117168305
CR--KH,CR,KH,17432.099229246065
CR--KR,CR,KR,13835.454721204178
CR--KW,CR,KW,13288.783324940263
CR--LA,CR,LA,16833.162537205633
CR--LB,CR,LB,12014.743515169577
CR--MA,CR,MA,8229.332372170185
CR--MG,CR,MG,14737.686635921023
CR--MN,CR,MN,13504.894184252333
CR--MR,CR,MR,7376.337164557382
CR--MX,CR,MX,1929.9730757034913
CR--MY,CR,MY,18424.3764719634
CR--MZ,CR,MZ,13155.987918877652
CR--NA,CR,NA,11574.615679372126
CR--NG,CR,NG,10020.88222365207
CR--NL,CR,NL,9073.103430286952
CR--NO,CR,NO,9325.510938704634
CR--NP,CR,NP,15686.030821886743
CR--NZ,CR,NZ,11662.79477665412
CR--OM,CR,OM,14519.431845781388
CR--PA,CR,PA,511.08778858163697
CR--PE,CR,PE,2552.54393375455
CR--PG,CR,PG,14414.698273145978
CR--PH,CR,PH,16144.907937776225
CR--PK,CR,PK,14613.374397280384
CR--PL,CR,PL,10147.313163805313
CR--PT,CR,PT,8021.945815011677
CR--QA,CR,QA,13831.869750199476
CR--RO,CR,RO,10797.708881220238
CR--RS,CR,RS,10362.101312901888
CR--RU,CR,RU,10968.696275231616
CR--RW,CR,RW,12702.436307206492
CR--SA,CR,SA,13460.62021838149
CR--SB,CR,SB,13020.361285883924
CR--SE,CR,SE,9743.61528724543
CR--SG,CR,SG,18492.550594054148
CR--SN,CR,SN,7240.757540369871
CR--TH,CR,TH,17336.481039750164
CR--TN,CR,TN,9733.359719511494
CR--TO,CR,TO,10526.02744199176
CR--TR,CR,TR,11509.76802051344
CR--TZ,CR,TZ,13399.7956193451
CR--UA,CR,UA,10837.397258474743
CR--UG,CR,UG,12932.231562267234
CR--US,CR,US,3285.1862066318254
CR--UY,CR,UY,5764.56048692255
CR--UZ,CR,UZ,13713.079567721375
CR--VN,CR,VN,16412.722852342675
CR--VU,CR,VU,12201.528953048253
CR--WS,CR,WS,10028.143712232752
CR--ZA,CR,ZA,12719.836256496541
CR--ZM,CR,ZM,12690.41649305523
CR--ZW,CR,ZW,12999.3009533902
CU--CZ,CU,CZ,8535.978161879984
CU--DE,CU,DE,8374.977983389866
CU--DJ,CU,DJ,12956.951243954976
CU--DK,CU,DK,8213.110859186072
CU--DZ,CU,DZ,8120.308901378657
CU--EC,CU,EC,2616.5828648559786
CU--EG,CU,EG,10805.433512989564
CU--ES,CU,ES,7453.35101263157
CU--ET,CU,ET,12692.736794829307
CU--FI,CU,FI,8707.329931417893
CU--FJ,CU,FJ,11698.921011243501
CU--FR,CU,FR,7729.71420097976
CU--GB,CU,GB,7503.443245031465
CU--GH,CU,GH,8973.347886902955
CU--GR,CU,GR,9764.626189183718
CU--GT,CU,GT,1274.8809634200402
CU--HU,CU,HU,8958.428690559973
CU--IE,CU,IE,7065.83794160856
CU--IN,CU,IN,13878.184236572213
CU--IQ,CU,IQ,11595.995418972097
CU--IR,CU,IR,11887.383412174817
CU--IS,CU,IS,6290.769646145785
CU--IT,CU,IT,8710.643914268696
CU--JO,CU,JO,11062.620696411594
CU--JP,CU,JP,12135.397535782979
CU--KE,CU,KE,13044.065808083158
CU--KH,CU,KH,16087.134010682885
CU--KR,CU,KR,12619.638675207516
CU--KW,CU,KW,12142.861596599532
CU--LA,CU,LA,15425.73202232864
CU--LB,CU,LB,10908.08607222061
CU--MA,CU,MA,7326.780220453174
CU--MG,CU,MG,14825.711215027899
CU--MN,CU,MN,12080.903287707839
CU--MR,CU,MR,6885.613195458208
CU--MX,CU,MX,1785.9571525739616
CU--MY,CU,MY,17061.620354567873
CU--MZ,CU,MZ,13501.118770054703
CU--NA,CU,NA,11884.975077196752
CU--NG,CU,NG,9613.284642989369
CU--NL,CU,NL,7825.276928966578
CU--NO,CU,NO,7978.480283871845
CU--NP,CU,NP,14225.272313625146
CU--NZ,CU,NZ,12714.607990582293
CU--OM,CU,OM,13340.164240085212
CU--PA,CU,PA,1596.2643655202978
CU--PE,CU,PE,3934.4158820381067
CU--PG,CU,PG,14552.434314558746
CU--PH,CU,PH,15124.05178168228
CU--PK,CU,PK,13204.575340376712
CU--PL,CU,PL,8866.37638094493
CU--PT,CU,PT,7024.899094820372
CU--QA,CU,QA,12708.773230025197
CU--RO,CU,RO,9596.958362035994
CU--RS,CU,RS,9180.026087871724
CU--RU,CU,RU,9602.60992795965
CU--RW,CU,RW,12392.33783480017
CU--SA,CU,SA,12397.901320424366
CU--SB,CU,SB,13249.897905659413
CU--SE,CU,SE,8392.135984403452
CU--SG,CU,SG,17220.373083146624
CU--SN,CU,SN,6847.264858074438
CU--TH,CU,TH,15911.790503155547
CU--TN,CU,TN,8722.822919824866
CU--TO,CU,TO,11189.622381370742
CU--TR,CU,TR,10334.401055829168
CU--TZ,CU,TZ,13158.601100570939
CU--UA,CU,UA,9545.463502184723
CU--UG,CU,UG,12542.522429406436
CU--US,CU,US,1820.478074230177
CU--UY,CU,UY,6989.16756341842
CU--UZ,CU,UZ,12296.207799402298
CU--VN,CU,VN,15037.99056893706
CU--VU,CU,VU,12700.471135550662
CU--WS,CU,WS,10547.589564933518
CU--ZA,CU,ZA,13069.069206550734
CU--ZM,CU,ZM,12754.860740533708
CU--ZW,CU,ZW,13116.993778130309
CZ--DE,CZ,DE,281.25460793294064
CZ--DJ,CZ,DJ,5010.131497473566
CZ--DK,CZ,DK,635.6285757967121
CZ--DZ,CZ,DZ,1740.398395322015
CZ--EC,CZ,EC,10239.165178674322
CZ--EG,CZ,EG,2631.811240689773
CZ--ES,CZ,ES,1777.7439106349036
CZ--ET,CZ,ET,5072.591792644139
CZ--FI,CZ,FI,1303.4538073242334
CZ--FJ,CZ,FJ,16184.843306544612
CZ--FR,CZ,FR,888.5874532933881
CZ--GB,CZ,GB,1038.420479419676
CZ--GH,CZ,GH,5124.356934898104
CZ--GR,CZ,GR,1533.3027675456394
CZ--GT,CZ,GT,9809.339884247407
CZ--HU,CZ,HU,444.4004334017189
CZ--IE,CZ,IE,1471.0138428260452
CZ--IN,CZ,IN,5714.375857339369
CZ--IQ,CZ,IQ,3073.8912237874615
CZ--IR,CZ,IR,3370.2749747957737
CZ--IS,CZ,IS,2646.836137034245
CZ--IT,CZ,IT,922.81731414167
CZ--JO,CZ,JO,2685.066791422576
CZ--JP,CZ,JP,9093.904083837317
CZ--KE,CZ,KE,6078.608661213037
CZ--KH,CZ,KH,9064.990904426817
CZ--KR,CZ,KR,8268.771620571217
CZ--KW,CZ,KW,3628.6735799694297
CZ--LA,CZ,LA,8366.084120277743
CZ--LB,CZ,LB,2489.7118870976124
CZ--MA,CZ,MA,2490.884555240168
CZ--MG,CZ,MG,8305.359246456675
CZ--MN,CZ,MN,6309.559482680302
CZ--MR,CZ,MR,4465.037387988085
CZ--MX,CZ,MX,9939.588909082737
CZ--MY,CZ,MY,9542.677702814866
CZ--MZ,CZ,MZ,8610.557838563356
CZ--NA,CZ,NA,8051.414146046926
CZ--NG,CZ,NG,4590.75887459047
CZ--NL,CZ,NL,712.5813811678398
CZ--NO,CZ,NO,1119.755523650248
CZ--NP,CZ,NP,6361.313995681314
CZ--NZ,CZ,NZ,18206.277156614095
CZ--OM,CZ,OM,4804.65729474266
CZ--PA,CZ,PA,9534.130280768832
CZ--PE,CZ,PE,11133.700184690664
CZ--PG,CZ,PG,13763.416223806144
CZ--PH,CZ,PH,9912.300466126479
CZ--PK,CZ,PK,5052.154825218318
CZ--PL,CZ,PL,516.4122231271565
CZ--PT,CZ,PT,2249.7437527457655
CZ--QA,CZ,QA,4201.506179515637
CZ--RO,CZ,RO,1079.632781114391
CZ--RS,CZ,RS,739.3973948981874
CZ--RU,CZ,RU,1670.054973993663
CZ--RW,CZ,RW,5956.031182107891
CZ--SA,CZ,SA,3963.3352618214453
CZ--SB,CZ,SB,14496.65257626379
CZ--SE,CZ,SE,1057.4323562664963
CZ--SG,CZ,SG,9855.56490060072
CZ--SN,CZ,SN,4868.038182971702
CZ--TH,CZ,TH,8568.319801754782
CZ--TN,CZ,TN,1515.2488473033532
CZ--TO,CZ,TO,16682.120131729836
CZ--TR,CZ,TR,1829.3676325290894
CZ--TZ,CZ,TZ,6564.1840398228405
CZ--UA,CZ,UA,1142.9732668171036
CZ--UG,CZ,UG,5777.882719028468
CZ--US,CZ,US,6916.992757048032
CZ--UY,CZ,UY,11685.826919421019
CZ--UZ,CZ,UZ,4278.413271949718
CZ--VN,CZ,VN,8339.073800223052
CZ--VU,CZ,VU,15729.801164348504
CZ--WS,CZ,WS,15945.440571727107
CZ--ZA,CZ,ZA,8504.12581474295
CZ--ZM,CZ,ZM,7380.861533037157
CZ--ZW,CZ,ZW,7695.829036793013
DE--DJ,DE,DJ,5262.374004710098
DE--DK,DE,DK,355.6110721773137
DE--DZ,DE,DZ,1929.5842635808192
DE--EC,DE,EC,10155.929980214523
DE--EG,DE,EG,2891.4189080361066
DE--ES,DE,ES,1871.7316834419983
DE--ET,DE,ET,5338.017839459692
DE--FI,DE,FI,1107.9778488106122
DE--FJ,DE,FJ,15973.080004981164
DE--FR,DE,FR,880.1220118488678
DE--GB,DE,GB,933.6780131656095
DE--GH,DE,GH,5355.487752609555
DE--GR,DE,GR,1803.6456298841938
DE--GT,DE,GT,9645.228083144855
DE--HU,DE,HU,690.808050498271
DE--IE,DE,IE,1320.3125485216271
DE--IN,DE,IN,5791.273241523696
DE--IQ,DE,IQ,3263.7842403722684
DE--IR,DE,IR,3514.493249461618
DE--IS,DE,IS,2395.114524822388
DE--IT,DE,IT,1183.3475090566692
DE--JO,DE,JO,2920.6203560228723
DE--JP,DE,JP,8941.116372895822
