id,place_a_id,place_b_id,true_distance_km
BF--CO,BF,CO,8015.084774180132
BF--CR,BF,CR,8984.729589018381
BF--CU,BF,CU,8558.605586826046
BF--CZ,BF,CZ,4430.143678789312
BF--DE,BF,DE,4649.256427333226
BF--DJ,BF,DJ,4860.5593979936375
BF--DK,BF,DK,4957.643566865124
BF--DZ,BF,DZ,2740.6537959512757
BF--EC,BF,EC,8607.23765605708
BF--EG,BF,EG,3903.0712337258537
BF--ES,BF,ES,3113.097204218244
BF--ET,BF,ET,4411.895656003994
BF--FI,BF,FI,5733.163749417173
BF--FJ,BF,FJ,19366.48442080912
BF--FR,BF,FR,4062.430624207533
BF--GB,BF,GB,4341.528172186457
BF--GH,BF,GH,767.9145934121246
BF--GR,BF,GR,3785.9832070110488
BF--GT,BF,GT,9569.982091029093
BF--HU,BF,HU,4343.340599874998
BF--IE,BF,IE,4562.988507102027
BF--IN,BF,IN,8274.657113128376
BF--IQ,BF,IQ,5198.677218161767
BF--IR,BF,IR,5887.153946458835
BF--IS,BF,IS,5963.9059666848825
BF--IT,BF,IT,3543.3535523337277
BF--JO,BF,JO,4396.598624024931
BF--JP,BF,JP,13315.136089078009
BF--KE,BF,KE,4498.151890629254
BF--KH,BF,KH,11486.889405667811
BF--KR,BF,KR,12312.162088617546
BF--KW,BF,KW,5437.822189582187
BF--LA,BF,LA,11049.999522740643
BF--LB,BF,LB,4440.3260140385655
BF--MA,BF,MA,2457.9121572263484
BF--MG,BF,MG,6397.009989750773
BF--MN,BF,MN,10325.895359447359
BF--MR,BF,MR,1675.1334414437247
BF--MX,BF,MX,10343.5478004047
BF--MY,BF,MY,11376.553162251932
BF--MZ,BF,MZ,5624.397714537037
BF--NA,BF,NA,4366.009554864845
BF--NG,BF,NG,1055.2543548210106
BF--NL,BF,NL,4471.699890142641
BF--NO,BF,NO,5373.330022819544
BF--NP,BF,NP,9077.385462712675
BF--NZ,BF,NZ,16778.500899967596
BF--OM,BF,OM,6443.77059012332
BF--PA,BF,PA,8513.994834411584
BF--PE,BF,PE,8768.043684457189
BF--PG,BF,PG,16603.261617751927
BF--PH,BF,PH,13025.225265707179
BF--PK,BF,PK,7850.568860034789
BF--PL,BF,PL,4861.617682278764
BF--PT,BF,PT,3015.494551937982
BF--QA,BF,QA,5734.586974323674
BF--RO,BF,RO,4422.644891079087
BF--RS,BF,RS,4160.878635658201
BF--RU,BF,RU,5875.436975026548
BF--RW,BF,RW,3834.387328560939
BF--SA,BF,SA,5249.355057310497
BF--SB,BF,SB,17985.110788088634
BF--SE,BF,SE,5462.763426094735
BF--SG,BF,SG,11657.49969130274
BF--SN,BF,SN,1745.2562848041252
BF--TH,BF,TH,10961.315973488794
BF--TN,BF,TN,2948.628033408301
BF--TO,BF,TO,18833.655132527594
BF--TR,BF,TR,4547.164425575751
BF--TZ,BF,TZ,4607.235592932074
BF--UA,BF,UA,5127.466678994985
BF--UG,BF,UG,3994.8177753773875
BF--US,BF,US,7906.051518732256
BF--UY,BF,UY,7777.658400123085
BF--UZ,BF,UZ,7513.313996748137
BF--VN,BF,VN,11274.83356971083
BF--VU,BF,VU,18785.50474851815
BF--WS,BF,WS,18961.332342406185
BF--ZA,BF,ZA,5305.378723712318
BF--ZM,BF,ZM,4497.812323291578
BF--ZW,BF,ZW,4894.502098320222
BH--BO,BH,BO,13450.972543994616
BH--BR,BH,BR,11606.02937446926
BH--BW,BH,BW,6223.778931557546
BH--CA,BH,CA,10395.83358592863
BH--CD,BH,CD,5087.6205763863345
BH--CH,BH,CH,4412.231801025879
BH--CI,BH,CI,6283.751883459985
BH--CL,BH,CL,14367.078355972493
BH--CM,BH,CM,4842.480535947835
BH--CN,BH,CN,6188.293969750657
BH--CO,BH,CO,13161.600042730268
BH--CR,BH,CR,13694.27473789467
BH--CU,BH,CU,12567.262742312107
BH--CZ,BH,CZ,4059.7255332650557
BH--DE,BH,DE,4252.364456558877
BH--DJ,BH,DJ,1798.7702860739937
BH--DK,BH,DK,4475.106061294236
BH--DZ,BH,DZ,4615.023277342056
BH--EC,BH,EC,13862.680221207795
BH--EG,BH,EG,1943.1883780751475
BH--ES,BH,ES,5205.023102531657
BH--ET,BH,ET,2280.186431852586
BH--FI,BH,FI,4249.2580787615825
BH--FJ,BH,FJ,14614.198887749497
BH--FR,BH,FR,4838.511478335737
BH--GB,BH,GB,5076.851712464496
BH--GH,BH,GH,5854.440308902591
BH--GR,BH,GR,2834.927572784527
BH--GT,BH,GT,13841.622504533721
BH--HU,BH,HU,3624.9863110176466
BH--IE,BH,IE,5526.5356492300725
BH--IN,BH,IN,2639.6073872425604
BH--IQ,BH,IQ,988.7109163295127
BH--IR,BH,IR,1049.4171514130699
BH--IS,BH,IS,6567.908775986332
BH--IT,BH,IT,3880.462097955954
BH--JO,BH,JO,1558.8284878052457
BH--JP,BH,JP,8291.489613454438
BH--KE,BH,KE,3385.301516882441
BH--KH,BH,KH,5906.224749737362
BH--KR,BH,KR,7142.95395323478
BH--KW,BH,KW,432.0643733038779
BH--LA,BH,LA,5410.440430395027
BH--LB,BH,LB,1679.5578578978455
BH--MA,BH,MA,5529.097345106535
BH--MG,BH,MG,5006.227528447487
BH--MN,BH,MN,5411.577707162017
BH--MR,BH,MR,6853.899512264291
BH--MX,BH,MX,13992.111771365862
BH--MY,BH,MY,6014.836125584849
BH--MZ,BH,MZ,6089.303395334645
BH--NA,BH,NA,6496.014038792396
BH--NG,BH,NG,4916.268009823547
BH--NL,BH,NL,4771.600892243813
BH--NO,BH,NO,4817.139769660382
BH--NP,BH,NP,3440.545536991267
BH--NZ,BH,NZ,14688.665376902705
BH--OM,BH,OM,859.4886298592833
BH--PA,BH,PA,13373.512149207654
BH--PE,BH,PE,14342.455710328884
BH--PG,BH,PG,11130.440798433927
BH--PH,BH,PH,7376.993492955646
BH--PK,BH,PK,2325.1125967531184
BH--PL,BH,PL,3803.3801262597153
BH--PT,BH,PT,5681.30213547512
BH--QA,BH,QA,141.94170447503188
BH--RO,BH,RO,2983.5404141454487
BH--RS,BH,RS,3389.2834027096005
BH--RU,BH,RU,3442.032678990014
BH--RW,BH,RW,3821.0107209942407
BH--SA,BH,SA,422.11090899611224
BH--SB,BH,SB,12401.874233671706
BH--SE,BH,SE,4448.961328836227
BH--SG,BH,SG,6326.6341501546185
BH--SN,BH,SN,7139.394473059447
BH--TH,BH,TH,5370.8185583688355
BH--TN,BH,TN,3979.7148267907583
BH--TO,BH,TO,15348.612278769133
BH--TR,BH,TR,2237.729412518129
BH--TZ,BH,TZ,3928.2533412578027
BH--UA,BH,UA,3185.778748250803
BH--UG,BH,UG,3457.1303648765092
BH--US,BH,US,10975.990131441733
BH--UY,BH,UY,13084.888615730599
BH--UZ,BH,UZ,2398.192045613503
BH--VN,BH,VN,5627.424384497258
BH--VU,BH,VU,13589.450094931683
BH--WS,BH,WS,15418.377842367201
BH--ZA,BH,ZA,6228.489370650743
BH--ZM,BH,ZM,5202.17010241161
BH--ZW,BH,ZW,5312.316592554209
BO--BR,BO,BR,1876.596460908183
BO--BW,BO,BW,9265.07507214058
BO--CA,BO,CA,7215.606863803615
BO--CD,BO,CD,8870.159163628125
BO--CH,BO,CH,10290.767198267919
BO--CI,BO,CI,7171.263442118952
BO--CL,BO,CL,1684.447925657136
BO--CM,BO,CM,8771.06790323389
BO--CN,BO,CN,17683.023375068547
BO--CO,BO,CO,2787.9233076533956
BO--CR,BO,CR,3813.421892905876
BO--CU,BO,CU,5022.3841462525315
BO--CZ,BO,CZ,10903.050985339254
BO--DE,BO,DE,10926.42557615919
BO--DJ,BO,DJ,12348.748214133828
BO--DK,BO,DK,10997.582195645904
BO--DZ,BO,DZ,9456.594595413266
BO--EC,BO,EC,2535.5998531327027
BO--EG,BO,EG,11657.17914717685
BO--ES,BO,ES,9154.4910744505
BO--ET,BO,ET,11800.609450943937
BO--FI,BO,FI,11833.685108478221
BO--FJ,BO,FJ,11941.628869911345
BO--FR,BO,FR,10047.33974237732
BO--GB,BO,GB,10041.302122950217
BO--GH,BO,GH,7626.938449221417
BO--GR,BO,GR,11204.796376928234
BO--GT,BO,GT,4640.727657425348
BO--HU,BO,HU,11134.576749140466
BO--IE,BO,IE,9803.989497148528
BO--IN,BO,IN,16078.53522691398
BO--IQ,BO,IQ,12946.343770237669
BO--IR,BO,IR,13606.712027167396
BO--IS,BO,IS,9944.103937272424
BO--IT,BO,IT,10433.852524316877
BO--JO,BO,JO,12138.761055370242
BO--JP,BO,JP,16950.315481826994
BO--KE,BO,KE,11239.53951181834
BO--KH,BO,KH,18681.873610357474
BO--KR,BO,KR,17636.07067631779
BO--KW,BO,KW,13237.374259596
BO--LA,BO,LA,18746.566255388105
BO--LB,BO,LB,12138.912002289915
BO--MA,BO,MA,8530.942341815597
BO--MG,BO,MG,11570.52517184126
BO--MN,BO,MN,16724.275695765722
BO--MR,BO,MR,6774.610803095771
BO--MX,BO,MX,5639.38775677616
BO--MY,BO,MY,17758.428673632912
BO--MZ,BO,MZ,9852.298034580022
BO--NA,BO,NA,8466.252155247985
BO--NG,BO,NG,8566.91342320532
BO--NL,BO,NL,10390.174788507562
BO--NO,BO,NO,11065.49463544492
BO--NP,BO,NP,16880.50847468143
BO--NZ,BO,NZ,10915.282420203946
BO--OM,BO,OM,14220.767283019666
BO--PA,BO,PA,3471.787277198624
BO--PE,BO,PE,1482.0785920529122
BO--PG,BO,PG,15265.622846235166
BO--PH,BO,PH,19196.93564712891
BO--PK,BO,PK,15606.52844624537
BO--PL,BO,PL,11410.709840328795
BO--PT,BO,PT,8662.672975191843
BO--QA,BO,QA,13532.009808775243
BO--RO,BO,RO,11573.238430972839
BO--RS,BO,RS,11151.574144692177
BO--RU,BO,RU,12539.124996249864
BO--RW,BO,RW,10505.905457745863
BO--SA,BO,SA,13045.900484220143
BO--SB,BO,SB,14150.854164577571
BO--SE,BO,SE,11438.918549142025
BO--SG,BO,SG,17718.04347419666
BO--SN,BO,SN,6431.571840014289
BO--TH,BO,TH,18403.149468769603
BO--TN,BO,TN,10031.409461168721
BO--TO,BO,TO,11198.407784700506
BO--TR,BO,TR,12023.938760298883
BO--TZ,BO,TZ,10942.988175818187
BO--UA,BO,UA,12021.348318215385
BO--UG,BO,UG,10853.602638646738
BO--US,BO,US,6529.887960519966
BO--UY,BO,UY,1968.6453930827172
BO--UZ,BO,UZ,15071.96012342263
BO--VN,BO,VN,19075.876773781274
BO--VU,BO,VU,12893.30999797113
BO--WS,BO,WS,11190.41640756105
BO--ZA,BO,ZA,9449.828639216768
BO--ZM,BO,ZM,9827.160113151796
BO--ZW,BO,ZW,10015.248637974773
BR--BW,BR,BW,7692.723167197254
BR--CA,BR,CA,7334.346869539842
BR--CD,BR,CD,7021.609682135122
BR--CH,BR,CH,8871.59854013545
BR--CI,BR,CI,5323.501677295529
BR--CL,BR,CL,3009.3551850238605
BR--CM,BR,CM,6894.518875940983
BR--CN,BR,CN,16930.472630910997
BR--CO,BR,CO,3659.609825431805
BR--CR,BR,CR,4897.202501725991
BR--CU,BR,CU,5709.653622725256
BR--CZ,BR,CZ,9496.874259329501
BR--DE,BR,DE,9575.611395967344
BR--DJ,BR,DJ,10474.557745912618
BR--DK,BR,DK,9718.114205280945
BR--DZ,BR,DZ,7899.280557882734
BR--EC,BR,EC,3775.416548885363
BR--EG,BR,EG,9874.469524339542
BR--ES,BR,ES,7719.290067297386
BR--ET,BR,ET,9928.94838833383
BR--FI,BR,FI,10597.841046061912
BR--FJ,BR,FJ,13707.79297949407
BR--FR,BR,FR,8706.397888002059
BR--GB,BR,GB,8772.672472521588
BR--GH,BR,GH,5761.1782251059785
BR--GR,BR,GR,9543.526478721476
BR--GT,BR,GT,5768.326054598091
BR--HU,BR,HU,9653.076814942617
BR--IE,BR,IE,8630.555919875567
BR--IN,BR,IN,14244.967094288088
BR--IQ,BR,IQ,11171.59378402501
BR--IR,BR,IR,11851.642690062912
BR--IS,BR,IS,9136.914609385123
BR--IT,BR,IT,8891.366226296563
BR--JO,BR,JO,10364.50678529308
BR--JP,BR,JP,17673.237812688087
BR--KE,BR,KE,9414.754147935433
BR--KH,BR,KH,17060.866366810507
BR--KR,BR,KR,17539.5016131441
BR--KW,BR,KW,11418.72813141898
BR--LA,BR,LA,16886.755777255083
BR--LB,BR,LB,10387.026988201602
BR--MA,BR,MA,7024.002442289389
BR--MG,BR,MG,10008.810132791667
BR--MN,BR,MN,15765.25396201863
BR--MR,BR,MR,5128.459546403109
BR--MX,BR,MX,6827.142656438756
BR--MY,BR,MY,16422.814195799372
BR--MZ,BR,MZ,8332.123210691752
BR--NA,BR,NA,6828.16195862927
BR--NG,BR,NG,6701.782316617511
BR--NL,BR,NL,9095.395184382438
BR--NO,BR,NO,9890.673869295977
BR--NP,BR,NP,15046.568108631249
BR--NZ,BR,NZ,12315.070951453863
BR--OM,BR,OM,12356.150322922898
BR--PA,BR,PA,4431.9028156485865
BR--PE,BR,PE,3172.9910685849954
BR--PG,BR,PG,16761.181546660533
BR--PH,BR,PH,18834.978421995093
BR--PK,BR,PK,13831.892357763147
BR--PL,BR,PL,10013.245328845951
BR--PT,BR,PT,7260.226545104273
BR--QA,BR,QA,11680.438438525704
BR--RO,BR,RO,10004.746485000767
BR--RS,BR,RS,9614.480145801288
BR--RU,BR,RU,11166.929191609152
BR--RW,BR,RW,8670.88961458125
BR--SA,BR,SA,11195.014360359984
BR--SB,BR,SB,15872.530745887494
BR--SE,BR,SE,10211.465310360685
BR--SG,BR,SG,16541.57994188363
BR--SN,BR,SN,4752.903773023973
BR--TH,BR,TH,16631.97836274269
BR--TN,BR,TN,8422.884033888413
BR--TO,BR,TO,12968.686171125333
BR--TR,BR,TR,10359.803932064284
BR--TZ,BR,TZ,9156.612898830454
BR--UA,BR,UA,10549.919782043095
BR--UG,BR,UG,9009.527041172929
BR--US,BR,US,6769.014727737269
BR--UY,BR,UY,2268.356609818471
BR--UZ,BR,UZ,13419.084157977391
BR--VN,BR,VN,17204.186662884276
BR--VU,BR,VU,14586.233830975762
BR--WS,BR,WS,13033.16049580921
BR--ZA,BR,ZA,7905.896338955261
BR--ZM,BR,ZM,8120.13320552669
BR--ZW,BR,ZW,8352.372415709577
BW--CA,BW,CA,12799.758320311543
BW--CD,BW,CD,2518.695585190719
BW--CH,BW,CH,8139.4131108695265
BW--CI,BW,CI,4853.366869942001
BW--CL,BW,CL,9110.214435454502
BW--CM,BW,CM,3518.5909623027514
BW--CN,BW,CN,11763.442176541039
BW--CO,BW,CO,11238.308603613688
BW--CR,BW,CR,12486.103975399845
BW--CU,BW,CU,12813.806832814877
BW--CZ,BW,CZ,8354.25183076879
BW--DE,BW,DE,8634.793416153778
BW--DJ,BW,DJ,4425.023475813226
BW--DK,BW,DK,8989.879749414076
BW--DZ,BW,DZ,7208.439841089195
BW--EC,BW,EC,11462.105518830815
BW--EG,BW,EG,6079.520685339298
BW--ES,BW,ES,7826.852669032464
BW--ET,BW,ET,3976.336273860457
BW--FI,BW,FI,9401.15166001258
BW--FJ,BW,FJ,14420.286498952897
BW--FR,BW,FR,8473.509643382216
BW--GB,BW,GB,8811.482738861661
BW--GH,BW,GH,4379.427346967634
BW--GR,BW,GR,6936.488185012915
BW--GT,BW,GT,13328.044100578263
BW--HU,BW,HU,8019.287630007482
BW--IE,BW,IE,9180.720769777421
BW--IN,BW,IN,8053.867126276382
BW--IQ,BW,IQ,6709.672323086053
BW--IR,BW,IR,7196.386746099786
BW--IS,BW,IS,10680.84407260626
BW--IT,BW,IT,7496.048092664477
BW--JO,BW,JO,6353.41965849352
BW--JP,BW,JP,13653.33429478932
BW--KE,BW,KE,2838.9902895598434
BW--KH,BW,KH,9457.659816034819
BW--KR,BW,KR,12574.4634824962
BW--KW,BW,KW,6426.300469489082
BW--LA,BW,LA,9555.663768916682
BW--LB,BW,LB,6555.722664884827
BW--MA,BW,MA,7359.529399478092
BW--MG,BW,MG,2319.45128786308
BW--MN,BW,MN,11368.893383202101
BW--MR,BW,MR,6556.629480870978
BW--MX,BW,MX,14365.288423912965
BW--MY,BW,MY,8730.403703552773
BW--MZ,BW,MZ,687.5487184203506
BW--NA,BW,NA,929.6728027693109
BW--NG,BW,NG,4231.83604795722
BW--NL,BW,NL,8771.094108352774
BW--NO,BW,NO,9474.007097347607
BW--NP,BW,NP,8610.287488584752
BW--NZ,BW,NZ,12031.748594798402
BW--OM,BW,OM,6399.3336819828055
BW--PA,BW,PA,11983.993488085127
BW--PE,BW,PE,10739.133696106184
BW--PG,BW,PG,12623.264357336613
BW--PH,BW,PH,11182.39462283582
BW--PK,BW,PK,8167.260396898393
BW--PL,BW,PL,8531.722709525993
BW--PT,BW,PT,7909.601674349582
BW--QA,BW,QA,6175.450437690442
BW--RO,BW,RO,7649.093165607991
BW--RS,BW,RS,7711.81315866809
BW--RU,BW,RU,8977.160593534298
BW--RW,BW,RW,2550.3486775670553
BW--SA,BW,SA,5898.761321929343
BW--SB,BW,SB,13770.749016144939
BW--SE,BW,SE,9336.594165538883
BW--SG,BW,SG,8857.461926143746
BW--SN,BW,SN,6415.955780927037
BW--TH,BW,TH,9141.918842315095
BW--TN,BW,TN,6999.059401894024
BW--TO,BW,TO,14451.479512350386
BW--TR,BW,TR,7184.892740155944
BW--TZ,BW,TZ,2297.289131317293
BW--UA,BW,UA,8328.53876656118
BW--UG,BW,UG,2854.2245805470634
BW--US,BW,US,12764.750097626984
BW--UY,BW,UY,7804.477544149531
BW--UZ,BW,UZ,8564.746110390448
BW--VN,BW,VN,10013.338910059523
BW--VU,BW,VU,13803.334375684057
BW--WS,BW,WS,15339.580092166345
BW--ZA,BW,ZA,261.2166454426611
BW--ZM,BW,ZM,1051.5488918156748
BW--ZW,BW,ZW,924.734682562297
CA--CD,CA,CD,10429.733240251062
CA--CH,CA,CH,6104.611833971566
CA--CI,CA,CI,7947.50610858277
CA--CL,CA,CL,8748.678780930806
CA--CM,CA,CM,9488.448699867035
CA--CN,CA,CN,10474.241950070254
CA--CO,CA,CO,4525.731196671247
CA--CR,CA,CR,4013.5335952109467
CA--CU,CA,CU,2544.853638043534
CA--CZ,CA,CZ,6353.910514772466
CA--DE,CA,DE,6146.549872089064
CA--DJ,CA,DJ,11230.035108300332
CA--DK,CA,DK,5923.516048375747
CA--DZ,CA,DZ,6419.275105731327
CA--EC,CA,EC,5062.545067639777
CA--EG,CA,EG,8876.40462189037
CA--ES,CA,ES,5707.581780771725
CA--ET,CA,ET,11136.890454729448
CA--FI,CA,FI,6289.502387773958
CA--FJ,CA,FJ,12653.111746459324
CA--FR,CA,FR,5663.62568366498
CA--GB,CA,GB,5378.074759985251
CA--GH,CA,GH,8439.561227154014
CA--GR,CA,GR,7764.7115554242955
CA--GT,CA,GT,3687.735421199343
CA--HU,CA,HU,6796.472047013574
CA--IE,CA,IE,4915.196201182496
CA--IN,CA,IN,11362.94782650969
CA--IQ,CA,IQ,9407.34760036553
CA--IR,CA,IR,9576.188813079867
CA--IS,CA,IS,3870.9616915339425
CA--IT,CA,IT,6746.931142314486
CA--JO,CA,JO,9020.984848909657
CA--JP,CA,JP,10343.49118277986
CA--KE,CA,KE,11852.842570511928
CA--KH,CA,KH,13694.634790029932
CA--KR,CA,KR,10536.510102087088
CA--KW,CA,KW,9963.889572203941
CA--LA,CA,LA,12983.077365418272
CA--LB,CA,LB,8835.199318547497
CA--MA,CA,MA,5854.797692873017
CA--MG,CA,MG,14064.268709972383
CA--MN,CA,MN,9659.945248271877
CA--MR,CA,MR,6245.623674027655
CA--MX,CA,MX,3598.308798337808
CA--MY,CA,MY,14615.980355359012
CA--MZ,CA,MZ,13409.025150559444
CA--NA,CA,NA,11972.26862877857
CA--NG,CA,NG,8769.14706891505
CA--NL,CA,NL,5650.389098226851
CA--NO,CA,NO,5615.364370869781
CA--NP,CA,NP,11681.246053001407
CA--NZ,CA,NZ,14472.518850835871
CA--OM,CA,OM,11076.106252941312
CA--PA,CA,PA,4056.260713036291
CA--PE,CA,PE,6365.101501579229
CA--PG,CA,PG,14308.417166717092
CA--PH,CA,PH,13148.893379643874
CA--PK,CA,PK,10699.32409267107
CA--PL,CA,PL,6594.700288950723
CA--PT,CA,PT,5399.63090845621
CA--QA,CA,QA,10536.439663821655
CA--RO,CA,RO,7432.908010970043
CA--RS,CA,RS,7063.586644907697
CA--RU,CA,RU,7180.055639081386
CA--RW,CA,RW,11391.584664995573
CA--SA,CA,SA,10317.222965793204
CA--SB,CA,SB,13402.363297274336
CA--SE,CA,SE,6012.504954934798
CA--SG,CA,SG,14829.085234720038
CA--SN,CA,SN,6388.706012444591
CA--TH,CA,TH,13440.553542475436
CA--TN,CA,TN,6928.649281203894
CA--TO,CA,TO,12382.247944863291
CA--TR,CA,TR,8182.193922543159
CA--TZ,CA,TZ,12166.73278626256
CA--UA,CA,UA,7237.438903984254
CA--UG,CA,UG,11402.621094811511
CA--US,CA,US,731.9154882007512
CA--UY,CA,UY,9105.228592126427
CA--UZ,CA,UZ,9788.102061183803
CA--VN,CA,VN,12643.813172484095
CA--VU,CA,VU,13414.728983374085
CA--WS,CA,WS,11561.577925898891
CA--ZA,CA,ZA,13053.851270111287
CA--ZM,CA,ZM,12302.254550995054
CA--ZW,CA,ZW,12698.961870869929
CD--CH,CD,CH,5728.825859287853
CD--CI,CD,CI,2598.6401253769604
CD--CL,CD,CL,9377.485624065612
CD--CM,CD,CM,999.9549776414716
CD--CN,CD,CN,11264.131510520167
CD--CO,CD,CO,9990.17825849726
CD--CR,CD,CR,11129.251734816473
CD--CU,CD,CU,10989.189130840768
CD--CZ,CD,CZ,6029.4372140520945
CD--DE,CD,DE,6302.7657179686175
CD--DJ,CD,DJ,3549.7045183720343
CD--DK,CD,DK,6656.340365566579
CD--DZ,CD,DZ,4724.24554729379
CD--EC,CD,EC,10440.361050160944
CD--EG,CD,EG,4166.513540836489
CD--ES,CD,ES,5319.383374111961
CD--ET,CD,ET,2986.3101212320603
CD--FI,CD,FI,7201.843348896968
CD--FJ,CD,FJ,16916.81804347587
CD--FR,CD,FR,6026.854910819904
CD--GB,CD,GB,6358.423890884738
CD--GH,CD,GH,2043.3208669383591
CD--GR,CD,GR,4764.590999785643
CD--GT,CD,GT,11843.173312319313
CD--HU,CD,HU,5753.479844112075
CD--IE,CD,IE,6702.1189088860565
CD--IN,CD,IN,7547.89499645099
CD--IQ,CD,IQ,5173.186994313452
CD--IR,CD,IR,5812.686562332389
CD--IS,CD,IS,8196.385708231097
CD--IT,CD,IT,5126.896411493344
CD--JO,CD,JO,4570.489228979248
CD--JP,CD,JP,13367.324967431796
CD--KE,CD,KE,2414.0111493842605
CD--KH,CD,KH,10070.102646933641
CD--KR,CD,KR,12211.448901968513
CD--KW,CD,KW,5105.9479344896845
CD--LA,CD,LA,9877.61377849357
CD--LB,CD,LB,4731.574420354681
CD--MA,CD,MA,4841.287191069289
CD--MG,CD,MG,3853.164237368031
CD--MN,CD,MN,10483.62753638158
CD--MR,CD,MR,4235.610027640013
CD--MX,CD,MX,12740.378395838092
CD--MY,CD,MY,9644.319780377728
CD--MZ,CD,MZ,3020.306483356336
CD--NA,CD,NA,2027.3653325027924
CD--NG,CD,NG,1716.2920067157297
CD--NL,CD,NL,6357.542309053761
CD--NO,CD,NO,7134.842377574261
CD--NP,CD,NP,8288.432568352613
CD--NZ,CD,NZ,14541.358911281312
CD--OM,CD,OM,5621.0899926077
CD--PA,CD,PA,10624.477913150193
CD--PE,CD,PE,10175.188038895794
CD--PG,CD,PG,14483.129365681863
CD--PH,CD,PH,11824.345636785823
CD--PK,CD,PK,7384.78330799907
CD--PL,CD,PL,6292.977025299909
CD--PT,CD,PT,5390.912322607045
CD--QA,CD,QA,5103.88139988815
CD--RO,CD,RO,5507.281165086514
CD--RS,CD,RS,5467.767347209264
CD--RU,CD,RU,6966.165532290185
CD--RW,CD,RW,1659.8175119323976
CD--SA,CD,SA,4676.260309873395
CD--SB,CD,SB,15824.79574953873
CD--SE,CD,SE,7064.796550280582
CD--SG,CD,SG,9867.490584125751
CD--SN,CD,SN,4185.9629702863585
CD--TH,CD,TH,9613.840894279354
CD--TN,CD,TN,4584.333650787498
CD--TO,CD,TO,16965.860223615844
CD--TR,CD,TR,5219.37025970274
CD--TZ,CD,TZ,2274.6043678822007
CD--UA,CD,UA,6240.732681787017
CD--UG,CD,UG,1988.134074385802
CD--US,CD,US,10513.299742462244
CD--UY,CD,UY,8050.620589827492
CD--UZ,CD,UZ,7442.616558679761
CD--VN,CD,VN,10243.1517893653
CD--VU,CD,VU,16183.24444312056
CD--WS,CD,WS,17853.067562623186
CD--ZA,CD,ZA,2738.097820784533
CD--ZM,CD,ZM,1876.1600005715138
CD--ZW,CD,ZW,2272.4651436635604
CH--CI,CH,CI,4607.889785989932
CH--CL,CH,CL,11832.61371809408
CH--CM,CH,CM,4786.16131574386
CH--CN,CH,CN,8094.4544254962375
CH--CO,CH,CO,8996.016544196027
CH--CR,CH,CR,9327.556142413046
CH--CU,CH,CU,8155.09232142655
CH--CZ,CH,CZ,625.3057686167525
CH--DE,CH,DE,755.7064721763854
CH--DJ,CH,DJ,5148.4764655535
CH--DK,CH,DK,1037.0357137173587
CH--DZ,CH,DZ,1185.2470662499993
CH--EC,CH,EC,9720.077534604668
CH--EG,CH,EG,2774.054859064558
CH--ES,CH,ES,1152.6871019697571
CH--ET,CH,ET,5134.876045708934
CH--FI,CH,FI,1863.522461041284
CH--FJ,CH,FJ,16707.59386814359
CH--FR,CH,FR,440.98638967634054
CH--GB,CH,GB,751.312567275174
CH--GH,CH,GH,4643.038567774717
CH--GR,CH,GR,1660.1778839995336
CH--GT,CH,GT,9429.392171121845
CH--HU,CH,HU,881.463920077626
CH--IE,CH,IE,1209.9062878317202
CH--IN,CH,IN,6252.936234949724
CH--IQ,CH,IQ,3447.6960543627238
CH--IR,CH,IR,3830.4376271991973
CH--IS,CH,IS,2624.51622730088
CH--IT,CH,IT,685.6423999635741
CH--JO,CH,JO,2934.541784610674
CH--JP,CH,JP,9694.21314126864
CH--KE,CH,KE,6058.997219443291
CH--KH,CH,KH,9638.237997210643
CH--KR,CH,KR,8886.763265750387
CH--KW,CH,KW,3989.2515709512104
CH--LA,CH,LA,8950.277575591675
CH--LB,CH,LB,2763.8836725951246
CH--MA,CH,MA,1870.159387744395
CH--MG,CH,MG,8322.465577493902
CH--MN,CH,MN,6932.576185322295
CH--MR,CH,MR,3850.4818599509395
CH--MX,CH,MX,9645.883217703995
CH--MY,CH,MY,10075.908706620723
CH--MZ,CH,MZ,8456.267008823646
CH--NA,CH,NA,7755.524094550154
CH--NG,CH,NG,4193.306832302945
CH--NL,CH,NL,631.900802626403
CH--NO,CH,NO,1462.9195987065182
CH--NP,CH,NP,6925.155692003321
CH--NZ,CH,NZ,18826.577824444394
CH--OM,CH,OM,5202.706901692483
CH--PA,CH,PA,9060.368796899827
CH--PE,CH,PE,10566.75972689472
CH--PG,CH,PG,14388.294225206813
CH--PH,CH,PH,10528.815966532546
CH--PK,CH,PK,5602.650880161092
CH--PL,CH,PL,1141.6468394127312
CH--PT,CH,PT,1629.9723243148233
CH--QA,CH,QA,4553.6953107710115
CH--RO,CH,RO,1473.8940889708422
CH--RS,CH,RS,1034.5514436058052
CH--RU,CH,RU,2295.3399218934715
CH--RW,CH,RW,5847.378103655272
CH--SA,CH,SA,4260.3288228636875
CH--SB,CH,SB,15108.436635984284
CH--SE,CH,SE,1551.7170630387498
CH--SG,CH,SG,10390.952064998535
CH--SN,CH,SN,4254.696378085684
CH--TH,CH,TH,9133.68610176436
CH--TN,CH,TN,1145.5209437796266
CH--TO,CH,TO,17134.19871260535
CH--TR,CH,TR,2186.2300192373655
CH--TZ,CH,TZ,6509.810224655342
